"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/2/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Ambiente/0/A la moda","additionalInfo/Ambiente/1/Agradable","additionalInfo/Ambiente/2/Informal","additionalInfo/Ambiente/3/Relajado","additionalInfo/Aspectos destacados/0/Buen café","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Aspectos destacados/0/Chimenea","additionalInfo/Aspectos destacados/0/Muy buena selección de cervezas","additionalInfo/Aspectos destacados/1/Deliciosos postres","additionalInfo/Estacionamiento/0/Estacionamiento gratuito en la calle","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Opciones de servicio/0/Citas en línea","additionalInfo/Opciones de servicio/0/Compras en tienda","additionalInfo/Opciones de servicio/0/Consumo en el lugar","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/0/Servicios en el lugar","additionalInfo/Opciones de servicio/1/Citas en línea","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/1/Servicios en el lugar","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Para llevar","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/2/Servicios en el lugar","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Consumo en el lugar","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Servicios en el lugar","additionalInfo/Opciones de servicio/5/Entrega el mismo día","additionalInfo/Opciones de servicio/6/Citas en línea","additionalInfo/Opciones del local/0/Almuerzo","additionalInfo/Opciones del local/0/Postres","additionalInfo/Opciones del local/1/Cena","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Solo dinero en efectivo","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Solo dinero en efectivo","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se aceptan reservas","additionalInfo/Planificación/0/Se recomienda concertar cita","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Planificación/1/Visita rápida","additionalInfo/Popular por/0/Almuerzo","additionalInfo/Popular por/1/Cena","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Recomendable para ir en familia","additionalInfo/Qué ofrece/0/Alcohol","additionalInfo/Qué ofrece/0/Bocadillos","additionalInfo/Qué ofrece/0/Productos orgánicos","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/1/Café","additionalInfo/Qué ofrece/1/Cerveza","additionalInfo/Qué ofrece/1/Servicios de reparación","additionalInfo/Qué ofrece/2/Comida","additionalInfo/Qué ofrece/2/Platos vegetarianos","additionalInfo/Qué ofrece/3/Vino","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Taller mecánico","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Ituzaingó, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de lotería",,,,,,,"Tienda de lotería","13535915921339044572","Olavarría","true","AR","0x959445bd66eaebdd:0xbbd93bd068f7d2dc",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QvCCSLTBW-mvA5oIF4r_UA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.37012&pitch=0&thumbfov=100","1","false","/g/11b7xp6s9f","es-419","-36.888985","-60.3368193",,,,,,,,,,,,,,,,"false",,,"ChIJ3evqZr1FlJUR3NL3aNA72bs","B7400",,"11","5",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Ituzaingó","false","Agencia ""El Tero""","4.2","https://www.google.com/maps/search/?api=1&query=Agencia%20%22El%20Tero%22&query_place_id=ChIJ3evqZr1FlJUR3NL3aNA72bs",
,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Azopardo, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,,,,"Tienda de ropa","16960405069474143689","Olavarría","true","AR","0x9594459f035e745f:0xeb5f768cf4bd9dc9",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lm_0luV0S0igxHqA_bhW_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.03691&pitch=0&thumbfov=100","1","false","/g/11w9flvc03","es-419","-36.8891448","-60.3465461",,,,,,,,,,,,,,,,"false",,,"ChIJX3ReA59FlJURyZ299Ix2X-s",,,"12","0",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Azopardo","false","Saladita ""La Esquina""",,"https://www.google.com/maps/search/?api=1&query=Saladita%20%22La%20Esquina%22&query_place_id=ChIJX3ReA59FlJURyZ299Ix2X-s",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,"true",,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,"Calle 11, casa 2485 entre Cnel Suarez, Bolívar y, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Bazar",,,,,,,"Bazar","1327304038681323214","Olavarría","false","AR","0x95944539e9681a61:0x126b87fda68aa6ce",,"https://lh3.googleusercontent.com/p/AF1QipOK6EcNRDTsGNO3K_zn1DKOwZ3oQVRwjS6Dohel=w408-h408-k-no","3","false","/g/11r230yq0y","es-419","-36.8803517","-60.3439055",,"miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","false","+54 2284 22-6897","+542284226897","ChIJYRpo6TlFlJURzqaKpv2HaxI","B7400",,"13","3",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Calle 11, casa 2485 entre Cnel Suarez, Bolívar y","false","Essen - Flopi Nievas","5","https://www.google.com/maps/search/?api=1&query=Essen%20-%20Flopi%20Nievas&query_place_id=ChIJYRpo6TlFlJURzqaKpv2HaxI","http://www.instagram.com/essen.flopinievas"
,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Piedras 2002, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Supermercado",,,,,,,"Supermercado","7976660383845608384","Olavarría","true","AR","0x959445a29622bb3f:0x6eb2ca5b610c6bc0",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npGqMpF5B8svP2g9VsnQqBh6GRptx6dVm5o7cCksTGZgYrsXtMo9hfERDhTEST3punBIV8CzugjIDmGzs19wsmHc8Cbw3QxsZTuaZncQ0-xM-dX9Q8WDnEj1pOjIHTKzmSaC3PX=w408-h725-k-no","2","false","/g/11g9m67k3t","es-419","-36.8904126","-60.3397582",,"miércoles","8 AM to 8:59 PM","jueves","8 AM to 8:59 PM","viernes","8 AM to 8:59 PM","sábado","8 AM to 8:59 PM","domingo","8 AM to 8:59 PM","lunes","8 AM to 8:59 PM","martes","8 AM to 8:59 PM","false",,,"ChIJP7silqJFlJURwGsMYVvKsm4",,,"14","14",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Piedras 2002","false","Despensa Mercantil","4.5","https://www.google.com/maps/search/?api=1&query=Despensa%20Mercantil&query_place_id=ChIJP7silqJFlJURwGsMYVvKsm4",
"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,"true",,,,,"true","true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"C. Muñoz 4331, B7400FHO Olavarría, Provincia de Buenos Aires, Argentina","Comercio","Mercado",,,,,,"Comercio","12281060119026169152","Olavarría","false","AR","0x9594467c16925ca1:0xaa6f171c43c57540",,"https://lh3.googleusercontent.com/p/AF1QipPqz_6ryxec2u4WKEr5VKnaCxGhGDz3KNhh2IMj=w408-h305-k-no","49","false","/g/11btwvjbbv","es-419","-36.8936424","-60.2970224",,"miércoles","8 AM to 1:30 PM, 4 to 9 PM","jueves","8 AM to 1:30 PM, 4 to 9 PM","viernes","8 AM to 1:30 PM, 4 to 9 PM","sábado","8 AM to 1:30 PM, 4 to 9 PM","domingo","9 AM to 1:30 PM, 6 to 9 PM","lunes","8 AM to 1:30 PM, 4 to 9 PM","martes","8 AM to 1:30 PM, 4 to 9 PM","false","+54 2284 44-4816","+542284444816","ChIJoVySFnxGlJURQHXFQxwXb6o","B7400",,"15","54",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","C. Muñoz 4331","false","Minimercado Riccobene","4","https://www.google.com/maps/search/?api=1&query=Minimercado%20Riccobene&query_place_id=ChIJoVySFnxGlJURQHXFQxwXb6o",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Av. Ituzaingó 1235, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de productos para mascotas",,,,,,,"Tienda de productos para mascotas","14724254686744855716","Olavarría","true","AR","0x959445126de97753:0xcc570fa009cec4a4",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrv97JasMF3Q-8i5DM1o5tCkjlemWqu62CE-6Bf6K0o5v-bZBr9ibdkRuO1enWK-elETBWDSBtD_e1_qMKObfZim0b-G8xZxveDmZ19__vuqvY6q5fgu-pHXF7-_yaii4mzoy2AA=w426-h240-k-no","14","false","/g/11rzpwh799","es-419","-36.8960533","-60.3456568",,"miércoles","7:30 AM to 12:30 PM, 4:30 to 8:30 PM","jueves","7:30 AM to 12:30 PM, 4:30 to 8:30 PM","viernes","7:30 AM to 12:30 PM, 4:30 to 8:30 PM","sábado","7:30 AM to 1 PM","domingo","Cerrado","lunes","7:30 AM to 12:30 PM, 4:30 to 8:30 PM","martes","7:30 AM to 12:30 PM, 4:30 to 8:30 PM","false","+54 2284 61-3352","+542284613352","ChIJU3fpbRJFlJURpMTOCaAPV8w","B7400",,"16","15",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Ituzaingó 1235","false","Distribuidora Ruma","4.8","https://www.google.com/maps/search/?api=1&query=Distribuidora%20Ruma&query_place_id=ChIJU3fpbRJFlJURpMTOCaAPV8w",
,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Av. del Valle 1799, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,"Tienda de alimentación","16581294031663972916","Olavarría","true","AR","0x959445bcfeea291f:0xe61c971201a2c234",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tKSEnfzJwCpF9d5CBz9C3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.6546&pitch=0&thumbfov=100","1","false","/g/1q629d81q","es-419","-36.8911334","-60.3357738",,,,,,,,,,,,,,,,"false","+54 2284 42-1407","+542284421407","ChIJHynq_rxFlJURNMKiARKXHOY",,,"17","6",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Av. del Valle 1799","false","Chantir","4.7","https://www.google.com/maps/search/?api=1&query=Chantir&query_place_id=ChIJHynq_rxFlJURNMKiARKXHOY",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"13 Bis 2388 (esquina, Bolívar, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de regalos",,,,,,,"Tienda de regalos","7616075882465162431","Olavarría","false","AR","0x9594453f82b554db:0x69b1bca9d4c174bf",,"https://lh3.googleusercontent.com/p/AF1QipMcNz1slEYbXNwmbEDjyR82rbYvdr35ud69fa7Q=w408-h408-k-no","57","false","/g/11t7pjgwhf","es-419","-36.882019","-60.343596",,,,,,,,,,,,,,,,"false","+54 9 2284 72-3526","+5492284723526","ChIJ21S1gj9FlJURv3TB1Km8sWk","B7400",,"18","2",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","13 Bis 2388 (esquina, Bolívar","false","Kimera espacio creativo","5","https://www.google.com/maps/search/?api=1&query=Kimera%20espacio%20creativo&query_place_id=ChIJ21S1gj9FlJURv3TB1Km8sWk","https://instagram.com/kimeraespaciocreativo?igshid=YmMyMTA2M2Y="
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Av. Alberdi 2395, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de golosinas",,,,,,,"Tienda de golosinas","12266216068387674626","Olavarría","true","AR","0x9594459a3224b38b:0xaa3a5a86666f9a02",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0OqWdObKzaqjOjUc4v1BQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.81784&pitch=0&thumbfov=100","5","false","/g/11btwttsgg","es-419","-36.8842662","-60.3410843",,"miércoles","8 AM to 6 PM","jueves","8 AM to 6 PM","viernes","8 AM to 6 PM","sábado","8 AM to 6 PM","domingo","Cerrado","lunes","8 AM to 6 PM","martes","8 AM to 6 PM","false","+54 2284 41-4484","+542284414484","ChIJi7MkMppFlJURAppvZoZaOqo","B7400",,"19","24",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Alberdi 2395","false","Arcor Sucesores de Juan C. Costa","4.1","https://www.google.com/maps/search/?api=1&query=Arcor%20Sucesores%20de%20Juan%20C.%20Costa&query_place_id=ChIJi7MkMppFlJURAppvZoZaOqo","http://www.arcor.com.ar/"
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Buchardo, Av. Ituzaingó e, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Kiosco",,,,,,,"Kiosco","3552538453932027656","Olavarría","false","AR","0x9594459f47da93c7:0x314d26e6d588af08",,"https://lh3.googleusercontent.com/p/AF1QipO9BqVusZ_wQmscjCUxbadYTpdBGnV0uwV4ULwD=w408-h725-k-no","7","false","/g/11vz46qkwx","es-419","-36.8923965","-60.3408021",,"miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","false",,,"ChIJx5PaR59FlJURCK-I1eYmTTE","B7400",,"20","0",,,,,,"2025-05-29T00:56:12.809Z","https://www.google.com/maps/search/comercio/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Buchardo, Av. Ituzaingó e","false","Kiosco 24 horas barrio 104",,"https://www.google.com/maps/search/?api=1&query=Kiosco%2024%20horas%20barrio%20104&query_place_id=ChIJx5PaR59FlJURCK-I1eYmTTE",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vicente Bahia 2719, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Diseñador de sitios web",,,,,,,"Diseñador de sitios web","13720017138416404784","Olavarría","false","AR","0x95944513a8a66d25:0xbe674ae54794c930",,,,"false","/g/11vtbqhzq4","es-419","-36.8787898","-60.342201",,"miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","false","+54 2284 69-4869","+542284694869","ChIJJW2mqBNFlJURMMmUR-VKZ74","B7400",,"2","0",,,,,,"2025-05-29T00:56:13.131Z","https://www.google.com/maps/search/web/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","web","Provincia de Buenos Aires","Vicente Bahia 2719","false","Emprender tu negocio online",,"https://www.google.com/maps/search/?api=1&query=Emprender%20tu%20negocio%20online&query_place_id=ChIJJW2mqBNFlJURMMmUR-VKZ74","https://emprendertunegocioonline.online/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchardo 3232, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Diseñador de sitios web","Empresa de alojamiento web",,,,,,"Diseñador de sitios web","14890420066772257741","Olavarría","true","AR","0x95944514d21d9289:0xcea566286c4f0bcd",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Lj9v2MmXfo8SYvEUTirDmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.35367&pitch=0&thumbfov=100","1","false","/g/11fjy4mf79","es-419","-36.9034739","-60.3272947",,"miércoles","9 AM to 6 PM","jueves","9 AM to 6 PM","viernes","9 AM to 6 PM","sábado","Cerrado","domingo","Cerrado","lunes","9 AM to 6 PM","martes","9 AM to 6 PM","false","+54 2284 60-5178","+542284605178","ChIJiZId0hRFlJURzQtPbChmpc4","B7400",,"3","1",,,,,,"2025-05-29T00:56:13.131Z","https://www.google.com/maps/search/web/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","web","Provincia de Buenos Aires","Buchardo 3232","false","LG Servicios Web","5","https://www.google.com/maps/search/?api=1&query=LG%20Servicios%20Web&query_place_id=ChIJiZId0hRFlJURzQtPbChmpc4",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olavarría, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Diseñador de sitios web",,,,,,,"Diseñador de sitios web","2455995492167766640","Olavarría","true","AR","0x95a2e62487b567db:0x221572e3409ed270",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3WJJOpLxdFG32o_M_MKtsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.0202&pitch=0&thumbfov=100","1","false","/g/1hdzk7d2_","es-419","-36.9220374","-60.3180704",,"miércoles","9 AM to 5 PM","jueves","9 AM to 5 PM","viernes","9 AM to 5 PM","sábado","Cerrado","domingo","Cerrado","lunes","9 AM to 5 PM","martes","9 AM to 5 PM","false","+54 221 525-3081","+542215253081","ChIJ22e1hyTmopURcNKeQONyFSI","B7400",,"4","2",,,,,,"2025-05-29T00:56:13.132Z","https://www.google.com/maps/search/web/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","web","Provincia de Buenos Aires","Olavarría","false","Web Inventa","5","https://www.google.com/maps/search/?api=1&query=Web%20Inventa&query_place_id=ChIJ22e1hyTmopURcNKeQONyFSI",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DOW, 9 de Julio 3447, B7400DOW Olavarría, Provincia de Buenos Aires, Argentina","Diseñador de sitios web",,,,,,,"Diseñador de sitios web","10126524324668629982","Olavarría","false","AR","0x959445d0646d07fb:0x8c88a4387d39e3de",,"https://lh3.googleusercontent.com/p/AF1QipNxIZlW-rRCrguwj1HokVEw-nGdWIgyGz1J67ZO=w640-h240-k-no","19","false","/g/1tzgkts2","es-419","-36.8928086","-60.3125547",,"miércoles","9 AM to 6 PM","jueves","9 AM to 6 PM","viernes","9 AM to 6 PM","sábado","9 AM to 12 PM","domingo","Cerrado","lunes","9 AM to 6 PM","martes","9 AM to 6 PM","false","+54 2284 60-1842","+542284601842","ChIJ-wdtZNBFlJUR3uM5fTikiIw","B7400",,"5","2",,,,,,"2025-05-29T00:56:13.132Z","https://www.google.com/maps/search/web/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","web","Provincia de Buenos Aires","DOW, 9 de Julio 3447","false","SYWA - Sistemas y Webs Argentinos","5","https://www.google.com/maps/search/?api=1&query=SYWA%20-%20Sistemas%20y%20Webs%20Argentinos&query_place_id=ChIJ-wdtZNBFlJUR3uM5fTikiIw","http://www.sywa.com.ar/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vicente López, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Diseñador de sitios web",,,,,,,"Diseñador de sitios web","9182915034837970656","Olavarría","false","AR","0xd323ef329835ff9:0x7f7044922e1c6ee0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x7ODeBHkshozPjTeuiX3AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.63336&pitch=0&thumbfov=100","2","false","/g/11v0p1fthz","es-419","-36.8916641","-60.3215469",,"miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","false","+54 2284 20-2672","+542284202672","ChIJ-V-DKfM-Mg0R4G4cLpJEcH8","B7400",,"6","0",,,,,,"2025-05-29T00:56:13.132Z","https://www.google.com/maps/search/web/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","web","Provincia de Buenos Aires","Vicente López","false","Horus Desarrollo Web",,"https://www.google.com/maps/search/?api=1&query=Horus%20Desarrollo%20Web&query_place_id=ChIJ-V-DKfM-Mg0R4G4cLpJEcH8",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provincia, Argentina, Estrada 4360 Sur, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Diseñador de sitios web",,,,,,,"Diseñador de sitios web","14948702847662336199","Olavarría","true","AR","0x9594467e7bbbef2f:0xcf747609cfc8a8c7",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DU9DlgGRa7ydN5VgExd7gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=234.44403&pitch=0&thumbfov=100","1","false","/g/1ts_7sl9","es-419","-36.8958039","-60.2985448",,,,,,,,,,,,,,,,"false","+54 9 2284 30-8251","+5492284308251","ChIJL--7e35GlJURx6jIzwl2dM8",,,"7","0",,,,,,"2025-05-29T00:56:13.132Z","https://www.google.com/maps/search/web/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","web","Provincia de Buenos Aires","Provincia, Argentina, Estrada 4360 Sur","false","DSW Diseño y Soluciones Web",,"https://www.google.com/maps/search/?api=1&query=DSW%20Dise%C3%B1o%20y%20Soluciones%20Web&query_place_id=ChIJL--7e35GlJURx6jIzwl2dM8",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sgto. Cabral 1600, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Diseñador de sitios web","Servicios de empresa a empresa","Diseñador gráfico",,,,,"Diseñador de sitios web","8925457031136751255","Olavarría","false","AR","0x95944594f27cde9f:0x7bdd97e176eb2e97",,"https://lh3.googleusercontent.com/p/AF1QipMZiD3OkEe3URzzzN8RDCgwjkhcrpulKHFQDRy9=w548-h240-k-no","29","false","/g/119wjw66r","es-419","-36.8828709","-60.3289807",,"miércoles","9 AM to 12 PM, 2 to 6 PM","jueves","9 AM to 12 PM, 2 to 6 PM","viernes","9 AM to 12 PM, 2 to 6 PM","sábado","Cerrado","domingo","Cerrado","lunes","9 AM to 12 PM, 2 to 6 PM","martes","9 AM to 12 PM, 2 to 6 PM","false","+54 2284 47-6000","+542284476000","ChIJn9588pRFlJURly7rduGX3Xs","B7400",,"14","0",,,,,,"2025-05-29T00:56:13.133Z","https://www.google.com/maps/search/web/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","web","Provincia de Buenos Aires","Sgto. Cabral 1600","false","Enfoque Design - comunicación visual y desarrollo web",,"https://www.google.com/maps/search/?api=1&query=Enfoque%20Design%20-%20comunicaci%C3%B3n%20visual%20y%20desarrollo%20web&query_place_id=ChIJn9588pRFlJURly7rduGX3Xs","http://www.enfoquedesign.com.ar/"
