"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Comida preparada","additionalInfo/Qué ofrece/1/Gasolinera con servicio completo","additionalInfo/Qué ofrece/2/Intercambio de tanques de propano","additionalInfo/Qué ofrece/3/Lavadero de autos","additionalInfo/Servicios/0/Minimercado","additionalInfo/Servicios/1/Sanitario","address","categories/0","categories/1","categories/2","categories/3","categoryName","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","facebooks/0","fid","googleFoodUrl","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","linkedIns/0","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","twitters/0","url","website","youtubes/0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 452, B7203BPR Rauch, Provincia de Buenos Aires, Argentina",,,,,,"88217767798543406","Rauch","true","AR",,,,,,"0x959727685083c9b3:0x1396997a882942e",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TSSi6P9RN7--d2bIZvan8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.25223&pitch=0&thumbfov=100","1",,,"false","/g/11w2_n2693","es-419",,"-36.7763708","-59.0905304",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJs8mDUGgnl5URLpSCqJdpOQE","B7203",,"55",,"0",,,,,,"2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Av. San Martín 452","false","Centro Empleados De Comercio De Rauch Osecac",,,"https://www.google.com/maps/search/?api=1&query=Centro%20Empleados%20De%20Comercio%20De%20Rauch%20Osecac&query_place_id=ChIJs8mDUGgnl5URLpSCqJdpOQE",,
,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Quintana 67, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de aves de corral",,,,"Tienda de aves de corral","612492736980518251","Rauch","true","AR",,,,,,"0x959727976371504d:0x88002e62f3b056b",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqF9Qx8T7jDnkN_HVH8bxByrAwEevV8H6G_vbo1k23Eg-MCdV7TgEVEWrQaofIbO789t6epy0kRvhlNTDuwACexff7t1lkEdb8wWCtEvQ7Z4QFVn6_Xg3IYubDn_-ESYisQgYyr=w408-h243-k-no","8",,,"false","/g/11l443t7lb","es-419",,"-36.769961","-59.0845317",,"domingo","9 AM to 1 PM, 5:30 to 10 PM","lunes","9 AM to 1 PM, 5:30 to 10 PM","martes","9 AM to 1 PM, 5:30 to 10 PM","miércoles","9 AM to 1 PM, 5:30 to 10 PM","jueves","9 AM to 1 PM, 5:30 to 10 PM","viernes","9 AM to 1 PM, 5:30 to 10 PM","sábado","9 AM to 1 PM, 5:30 to 10 PM","false","+54 249 420-7828","+542494207828",,,,,,,,"ChIJTVBxY5cnl5URawU7L-YCgAg","B7203",,"54",,"1","1","0","0","0","0","2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Quintana 67","false","Pollería & despensa Arcoiris","5",,"https://www.google.com/maps/search/?api=1&query=Poller%C3%ADa%20%26%20despensa%20Arcoiris&query_place_id=ChIJTVBxY5cnl5URawU7L-YCgAg",,
,"false",,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,"Alem 330, B7203ADH Rauch, Provincia de Buenos Aires, Argentina","Supermercado",,,,"Supermercado","17045967356642600500","Rauch","false","AR",,,,,,"0x9597275cdfaf5d6f:0xec8f70ff59962634",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZC80wtGA3J_NUmBLH-GXCU-_RiHeoGVf0QwxEPR84B7_lS3fT6RZMHRoXXZhEZ2NPZJoynP07MBx3cGWmvk2_QTwyj4ncLUqDdRE93WQ_sVk-r6VFANVglYhqtUOZF5vDjEfz=w426-h240-k-no","7",,,"false","/g/11bbrlmm0_","es-419",,"-36.7727096","-59.093996",,"domingo","8:30 AM to 10 PM","lunes","8:30 AM to 10 PM","martes","Cerrado","miércoles","8:30 AM to 10 PM","jueves","8:30 AM to 10 PM","viernes","8:30 AM to 10 PM","sábado","8:30 AM to 10 PM","false","+54 2297 44-3254","+542297443254",,,,,,,,"ChIJb12v31wnl5URNCaWWf9wj-w","B7203",,"52",,"80","52","18","3","6","1","2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Alem 330","false","Rotisería Lucy","4.4",,"https://www.google.com/maps/search/?api=1&query=Rotiser%C3%ADa%20Lucy&query_place_id=ChIJb12v31wnl5URNCaWWf9wj-w",,
,,,,,,"true",,,,,,"true",,,,,,,,"true",,,,"true",,,"true",,,"true","true",,,,,,,,,,,"Alberti, Almte. Brown y, B7203AQF Rauch, Provincia de Buenos Aires, Argentina","Papelería",,,,"Papelería","17699062760864096967","Rauch","false","AR",,,,,,"0x959727a96cdeb93d:0xf59fb3ceaea622c7",,"https://lh3.googleusercontent.com/p/AF1QipOwm6HsMPM9b0RjIBnmu-gqlAee2731LWx6026g=w408-h408-k-no","38",,,"false","/g/11q2t40n6w","es-419",,"-36.774911","-59.089796",,"domingo","Cerrado","lunes","9 AM to 12 PM, 5 to 8 PM","martes","9 AM to 12 PM, 5 to 8 PM","miércoles","9 AM to 12 PM, 5 to 8 PM","jueves","9 AM to 12 PM, 5 to 8 PM","viernes","9 AM to 12 PM, 5 to 8 PM","sábado","9 AM to 1 PM, 4 to 7 PM","false","+54 249 457-5928","+542494575928",,,,,,,,"ChIJPbnebKknl5URxyKmrs6zn_U","B7203",,"51",,"3","3","0","0","0","0","2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Alberti, Almte. Brown y","false","DISTRIBUIDORA JE","5",,"https://www.google.com/maps/search/?api=1&query=DISTRIBUIDORA%20JE&query_place_id=ChIJPbnebKknl5URxyKmrs6zn_U","https://www.instagram.com/je_distribuidorapapelera?igsh=MWtseTJ0OWd1OTl5bg==",
,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","14033262684162446230","Rauch","true","AR",,,,,,"0x95972743251cebd3:0xc2c02a0f513f5396",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tZTe6kKKZ9FIXlLvTcdmuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.82542&pitch=0&thumbfov=100","1",,,"false","/g/11x07zjw04","es-419",,"-36.7717934","-59.0918148",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJ0-scJUMnl5URllM_UQ8qwMI",,,"50",,"0",,,,,,"2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires",,"false","MINIMERCADO MIGUEL",,,"https://www.google.com/maps/search/?api=1&query=MINIMERCADO%20MIGUEL&query_place_id=ChIJ0-scJUMnl5URllM_UQ8qwMI",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 895, B7203BPI Rauch, Provincia de Buenos Aires, Argentina","Tienda general",,,,"Tienda general","6061016509075102765","Rauch","true","AR",,,,,,"0x95972700489d82c9:0x541d0e6701331c2d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=60OHXyUkwCXm_-9tfP7Slw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.01495&pitch=0&thumbfov=100","1",,,"false","/g/11y6vjmbk3","es-419",,"-36.772852","-59.086725",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJyYKdSAAnl5URLRwzAWcOHVQ","B7203BPI",,"49",,"0",,,,,,"2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Av. San Martín 895","false","La Granja de Los Mellis",,,"https://www.google.com/maps/search/?api=1&query=La%20Granja%20de%20Los%20Mellis&query_place_id=ChIJyYKdSAAnl5URLRwzAWcOHVQ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cnel. Suárez 602, B7203 Rauch, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","1152763348460606755","Rauch","true","AR",,,,,,"0x9597276998a49b0d:0xfff702867159523",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RSSRdCKtdhcj56ko1ajhgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.99625&pitch=0&thumbfov=100","1",,,"false","/g/11fnwgttw4","es-419",,"-36.7815614","-59.0832216",,"domingo","Cerrado","lunes","8 AM to 4 PM","martes","8 AM to 4 PM","miércoles","8 AM to 4 PM","jueves","8 AM to 4 PM","viernes","8 AM to 4 PM","sábado","9 AM to 12 PM","false","+54 9 249 447-6449","+5492494476449",,,,,,,,"ChIJDZukmGknl5URI5UVZyhw_w8",,,"48",,"2","1","0","1","0","0","2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Cnel. Suárez 602","false","Cooperativa Eléctrica de Egaña Ltda.","3",,"https://www.google.com/maps/search/?api=1&query=Cooperativa%20El%C3%A9ctrica%20de%20Ega%C3%B1a%20Ltda.&query_place_id=ChIJDZukmGknl5URI5UVZyhw_w8",,
,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Pellegini, Marcelo Torcuato de Alvear y, B7203 Rauch, Provincia de Buenos Aires, Argentina","Kiosco",,,,"Kiosco","15084014709276117813","Rauch","false","AR",,,,,,"0x959727e75a0b1767:0xd1552f75a52b8b35",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T_q5oJv2OXwwjDoniwhXDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.50668&pitch=0&thumbfov=100","1",,,"false","/g/11pq9z3ky6","es-419",,"-36.7666226","-59.0924306",,"domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","false",,,,,,,,,,"ChIJZxcLWucnl5URNYsrpXUvVdE","B7203",,"47",,"6","5","1","0","0","0","2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Pellegini, Marcelo Torcuato de Alvear y","false","One24","4.8",,"https://www.google.com/maps/search/?api=1&query=One24&query_place_id=ChIJZxcLWucnl5URNYsrpXUvVdE",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"300-398, B7203BIQ, Av. Pres. Juan Domingo Perón, B7203BIQ Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","307825754037005141","Rauch","true","AR",,,,,,"0x959727434a53a6cf:0x4459de47217ab55",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEm_-7YCLof-NG6JIue4Kj_FwjCoH62ekiYhnDvi5FyTjiF5efMaAMRPjqSxWKx2OUovzJ2ZOBbAqjkbGnwmf8p2JsBcnLWd-vflMxnebkTEOTv-C_qjxDGpnsigjnctehzKpG=w408-h839-k-no","3",,,"false","/g/11hd1j5pg6","es-419",,"-36.7711254","-59.0924871",,"domingo","8 AM to 9 PM","lunes","8 AM to 9 PM","martes","8 AM to 9 PM","miércoles","8 AM to 9 PM","jueves","8 AM to 9 PM","viernes","8 AM to 9 PM","sábado","8 AM to 9 PM","false",,,,,,,,,,"ChIJz6ZTSkMnl5URVasXcuSdRQQ","B7203",,"46",,"93","38","21","7","16","11","2025-06-15T22:40:44.464Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","300-398, B7203BIQ, Av. Pres. Juan Domingo Perón","false","Super Chino Nuevo","3.8",,"https://www.google.com/maps/search/?api=1&query=Super%20Chino%20Nuevo&query_place_id=ChIJz6ZTSkMnl5URVasXcuSdRQQ",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Pellegrini 99 51, B7203BHA, B7203BHA Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","6146779261019747330","Rauch","true","AR",,,,,,"0x959727418f65b945:0x554dbf2bbdd1f402",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nojW6m6tTnpfDooze1bKX8cUrJs5mpNqnBjixD01cHqMtQ3NX6bAGtg7ycrvI6_t9dOzzlUWQS0CSR2buBzHDVoYlq4LuDlV-MY-hz7X7MGDthH2HVQETDm0o8U7UFMCuueTCc=w408-h544-k-no","2",,,"false","/g/11hd1n114g","es-419",,"-36.7713151","-59.0865023",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJRbllj0Enl5URAvTRvSu_TVU","B7203",,"43",,"10","6","3","1","0","0","2025-06-15T22:40:44.464Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Pellegrini 99 51, B7203BHA","false","Almacén El Paisa","4.3",,"https://www.google.com/maps/search/?api=1&query=Almac%C3%A9n%20El%20Paisa&query_place_id=ChIJRbllj0Enl5URAvTRvSu_TVU",,
"true",,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 193, B7203BPB Rauch, Provincia de Buenos Aires, Argentina","Cámara de comercio",,,,"Cámara de comercio","15146913197825211823","Rauch","false","AR",,"camaracomerciorauch.com.ar",,,"https://www.facebook.com/camaracomerciorauch","0x959727662617b8a9:0xd234a54d380c3daf",,"https://lh3.googleusercontent.com/p/AF1QipOPdvtHH6EsqNUs_2qSNZh1XQ1C1eaRpxiw6yoQ=w408-h271-k-no","20","https://www.instagram.com/camaracomerciorauch/","https://www.instagram.com/ariesestudiorauch/","false","/g/11bbrkt_2f","es-419",,"-36.7779446","-59.093083",,"domingo","Cerrado","lunes","8 AM to 3 PM","martes","8 AM to 3 PM","miércoles","8 AM to 3 PM","jueves","8 AM to 3 PM","viernes","8 AM to 3 PM","sábado","Cerrado","false","+54 2297 44-2610","+542297442610","+542494564228","+542494051525","+542494546621","249 4564228","249 4051525","249 4546621","2297 401120","ChIJqbgXJmYnl5URrz0MOE2lNNI","B7203",,"6",,"28",,,,,,"2025-06-15T22:40:43.049Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Av. San Martín 193","false","Camara Comercial Industrial Y de Servicios de Rauch","4.7",,"https://www.google.com/maps/search/?api=1&query=Camara%20Comercial%20Industrial%20Y%20de%20Servicios%20de%20Rauch&query_place_id=ChIJqbgXJmYnl5URrz0MOE2lNNI","http://camaracomerciorauch.com.ar/","https://youtu.be/4cokWOnhdgE"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 419, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","5158205262028313209","Rauch","true","AR",,,,,,"0x959727685c957833:0x4795a05b41bf9279",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cT0YYae8r4s1E_bq_lxGYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.0709&pitch=0&thumbfov=100","1",,,"false","/g/11x2pcsg05","es-419",,"-36.776353","-59.090975",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJM3iVXGgnl5UReZK_QVuglUc","B7203",,"3",,"0",,,,,,"2025-06-15T22:40:50.046Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. San Martín 419","false","SUMATRA",,,"https://www.google.com/maps/search/?api=1&query=SUMATRA&query_place_id=ChIJM3iVXGgnl5UReZK_QVuglUc",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taller de maquinaria","Service establishment",,,"Taller de maquinaria","17044452803618768142",,"false",,,,,,,"0xa27ce85cdef56b2d:0xec8a0f84fe9b850e",,"https://lh3.googleusercontent.com/p/AF1QipPzD1qOrRrEc6fdorzG97MNdwjrrOq521lJtX41=w408-h306-k-no","1",,,"false","/g/11kp__sf7r","es-419",,"-36.7746716","-59.0901985",,"domingo","Cerrado","lunes","8 AM to 7 PM","martes","8 AM to 7 PM","miércoles","8 AM to 7 PM","jueves","8 AM to 7 PM","viernes","8 AM to 7 PM","sábado","8 AM to 12 PM","false","+54 249 456-3552","+542494563552",,,,,,,,"ChIJLWv13lzofKIRDoWb_oQPiuw",,,"14",,"0",,,,,,"2025-06-15T22:40:49.882Z","https://www.google.com/maps/search/maquinaria/@-36.7747513,-59.0866666,15z?hl=es-419","maquinaria",,,"false","Taller poffer",,,"https://www.google.com/maps/search/?api=1&query=Taller%20poffer&query_place_id=ChIJLWv13lzofKIRDoWb_oQPiuw",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taller de maquinaria","Service establishment",,,"Taller de maquinaria","8807163991640709940",,"false",,,,,,,"0x48478138b95f2879:0x7a3954fcf05b1b34",,,,,,"false","/g/11vy294j6f","es-419",,"-36.7746716","-59.0901985",,"domingo","Cerrado","lunes","12 AM to 7 PM","martes","8 AM to 6 PM","miércoles","8 AM to 6 PM","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","false","+54 249 450-9494","+542494509494",,,,,,,,"ChIJeShfuTiBR0gRNBtb8PxUOXo",,,"8",,"0",,,,,,"2025-06-15T22:40:49.881Z","https://www.google.com/maps/search/maquinaria/@-36.7747513,-59.0866666,15z?hl=es-419","maquinaria",,,"false","Anso-Payo Pulverizaciones",,,"https://www.google.com/maps/search/?api=1&query=Anso-Payo%20Pulverizaciones&query_place_id=ChIJeShfuTiBR0gRNBtb8PxUOXo",,
,,,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Alberti 294, B7203 ACF, Provincia de Buenos Aires, Argentina","Supermercado",,,,"Supermercado","5603680306932735393","ACF","true","AR",,,,,,"0x959727768ecd43b1:0x4dc4458cb193dda1",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-lh3867tg23vgA9a8F5sRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.56837&pitch=0&thumbfov=100","1",,,"false","/g/11h0br7qyh","es-419",,"-36.7792266","-59.0875248",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJsUPNjnYnl5URod2TsYxFxE0","B7203",,"37",,"4","3","1","0","0","0","2025-06-15T22:40:51.185Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Alberti 294","false","Minimercado Indiana","4.8",,"https://www.google.com/maps/search/?api=1&query=Minimercado%20Indiana&query_place_id=ChIJsUPNjnYnl5URod2TsYxFxE0",,
,,,,,,"true",,,,,,"true",,,,,,,,,,"true",,,,"true","true",,,,"true",,,,,,,,,,,"Avellaneda 174, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de telas","Tienda de uniformes",,,"Tienda de telas","10976577112728709257","Rauch","false","AR",,,,,,"0x959727426892482f:0x9854a2ba45e0a889",,"https://lh3.googleusercontent.com/p/AF1QipMTIr6lKAdOnyaIrcF8aNjySCyQgsJ_JxVjwQ6o=w408-h544-k-no","6",,,"false","/g/11gcjy6ldx","es-419",,"-36.7711581","-59.0884617",,"domingo","Cerrado","lunes","9 AM to 12 PM, 5 to 8:30 PM","martes","9 AM to 12 PM, 5 to 8:30 PM","miércoles","9 AM to 12 PM, 5 to 8:30 PM","jueves","9 AM to 12 PM, 5 to 8:30 PM","viernes","9 AM to 12 PM, 5 to 8:30 PM","sábado","9 AM to 12 PM","false","+54 9 249 421-6105","+5492494216105",,,,,,,,"ChIJL0iSaEInl5URiajgRbqiVJg","B7203",,"23",,"8","6","2","0","0","0","2025-06-15T22:40:51.935Z","https://www.google.com/maps/search/venta/@-36.7747513,-59.0866666,15z?hl=es-419","venta","Provincia de Buenos Aires","Avellaneda 174","false","Organdí - Confección y Venta de Prendas y Telas","4.8",,"https://www.google.com/maps/search/?api=1&query=Organd%C3%AD%20-%20Confecci%C3%B3n%20y%20Venta%20de%20Prendas%20y%20Telas&query_place_id=ChIJL0iSaEInl5URiajgRbqiVJg","https://instagram.com/organdisederiarauch?igshid=YmMyMTA2M2Y=",
,,,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eduardo Rodríguez 253, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","1697281749108589539","Rauch","true","AR",,,,,,"0x9597277abee4ca83:0x178df4c21b5f03e3",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrLcwk8QLi_DnXGAMLMD6_fjiGhi2q7HxI2ZIPDaAW-Xr_Yi48e-ONuTa2qkUfdaChvQTnpcmAHYItmhgrCOaAh1VSwMhjwElfPZAJpWHh_glnbVBRFxkrBxubVlu0-A2Z-cJvAfA=w546-h240-k-no","76",,,"false","/g/11fpr8cl32","es-419",,"-36.7757524","-59.1013832",,"domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","false","+54 249 434-1113","+542494341113",,,,,,,,"ChIJg8rkvnonl5UR4wNfG8L0jRc",,,"35",,"1","0","1","0","0","0","2025-06-15T22:40:51.185Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Eduardo Rodríguez 253","false","Los caseritos","4",,"https://www.google.com/maps/search/?api=1&query=Los%20caseritos&query_place_id=ChIJg8rkvnonl5UR4wNfG8L0jRc",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,"true",,"true",,,,,,"true",,,,,,,,,,,"Letamendi 367, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","12213403797911597405","Rauch","true","AR",,,,,,"0x959727255f2dd34b:0xa97eba0b78ed715d",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9OZMiZoeJkktu4nIIUNmTzkFCqpnUbYC01W0UihiLN5sr-FjXmiCZAu6G_FiNGVVRT6ojCj9LzudEl4vTcc5zQL72meVHKuLAkn2tTW_oBrvbBqEwrpjRKAb6ypoPXtpdJEK_5g=w408-h408-k-no","2",,,"false","/g/11j8k0h2mz","es-419",,"-36.7776957","-59.0901759",,"domingo","9 AM to 2 PM, 7 to 10 PM","lunes","8 AM to 1:30 PM, 5 to 10 PM","martes","8 AM to 1:30 PM, 5 to 10 PM","miércoles","8 AM to 1:30 PM, 5 to 10 PM","jueves","8 AM to 1:30 PM, 5 to 10 PM","viernes","8 AM to 1:30 PM, 5 to 10 PM","sábado","8 AM to 1:30 PM, 5 to 10 PM","false",,,,,,,,,,"ChIJS9MtXyUnl5URXXHteAu6fqk",,,"34",,"0",,,,,,"2025-06-15T22:40:51.185Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Letamendi 367","false","Minimercado Por Centavo",,,"https://www.google.com/maps/search/?api=1&query=Minimercado%20Por%20Centavo&query_place_id=ChIJS9MtXyUnl5URXXHteAu6fqk",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Solidaridad 58, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","13094964277378811244","Rauch","true","AR",,,,,,"0x959727007f8356f1:0xb5baa8a15398056c",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lb0brqsWoZum2zxUfzr8Lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.003937&pitch=0&thumbfov=100","1",,,"false","/g/11vym29kb3","es-419",,"-36.7697122","-59.0978572",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJ8VaDfwAnl5URbAWYU6GourU","B7203",,"60",,"0",,,,,,"2025-06-15T22:40:52.321Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Solidaridad 58","false","Despensa Lo de Isabel",,,"https://www.google.com/maps/search/?api=1&query=Despensa%20Lo%20de%20Isabel&query_place_id=ChIJ8VaDfwAnl5URbAWYU6GourU",,
